Recom1,Recom2,Recom3,Recom4,Recom5
2.5,2.5,1.8,1.8,
13.9,2.5,2.5,,
37.6,26.9,23.9,10.45,1.8
13.5,23.9,1.6,1.8,
13.5,1.7,4.2,Sem Foto,
12.9,3.7,15.9,16.5,3.5
15.9,16.5,1.9,3.1,
6.6,6.6,1.6,2.6,
8.7,13.5,3.7,3.9,
1.8,1.8,1.8,1.8,
1.8,1.8,1.8,1.8,
6.4,14.9,1.8,1.8,
3.9,1.7,4.2,Sem Foto,
3.1,1.7,1.9,,
16.9,1.7,4.2,Sem Foto,
6.4,5.3,1.5,8.2,8.2
1.6,1.7,4.2,Sem Foto,
11.9,1.9,1.7,,
1.8,1.8,1.8,1.8,
1.4,13.9,12.9,1.5,
30.2,29.2,26.8,,
28.9,28.1,9.9,,
26.9,8.7,12.9,1.6,12.9
13.9,1.7,4.2,,
1.7,4.2,Sem Foto,,
13.5,13.5,8.7,3.7,
15.29,5.7,3.7,15.9,
8.9,11.9,1.8,,
12.3,8.7,8.7,1.6,
6.6,16.4,15.9,16.5,
39.4,27.3,39.4,5.3,1.5
3.7,3.5,5.9,,
11.9,10.3,9.9,,
1.7,4.2,Sem Foto,,
10.45,1.8,1.8,1.8,
40.5,39.4,42.2,39.5,
6.6,3.7,3.5,5.9,3.9
1.6,1.7,4.2,Sem Foto,
5.3,1.5,8.2,8.2,13.9
3.7,3.5,5.9,,
2.7,5.3,1.5,8.2,5.3
1.6,1.7,Sem Foto,,
39.4,39.4,11.9,24.9,
27.9,23.5,29.1,2.5,2.5
10.9,7.4,1.9,,
17.5,11.9,11.9,15.0,13.5
13.5,14.0,9.9,,
13.9,2.7,2.7,38.9,
2.5,23.9,2.5,,
15.9,Sem Foto,13.9,6.4,13.5
13.5,5.3,1.5,8.2,8.2
12.3,2.5,2.5,,
28.9,27.7,26.4,,
1.8,1.8,1.8,1.8,1.8
2.5,2.5,2.5,,
1.7,Sem Foto,3.1,,
1.7,4.2,Sem Foto,,
35.9,6.6,29.9,,
1.7,4.2,Sem Foto,,
13.5,13.5,3.1,,
1.5,8.2,8.2,13.9,5.3
1.8,1.8,1.8,1.8,
2.5,2.5,2.5,,
1.6,1.5,1.7,3.1,
3.7,3.5,5.9,,
3.5,1.6,1.5,,
11.9,1.8,1.8,1.8,
16.4,3.5,5.9,,
1.8,1.8,1.8,1.8,
1.5,1.9,8.2,8.2,13.9
1.6,14.0,1.5,,
3.0,3.0,3.0,,
14.9,1.6,15.4,3.9,
1.7,4.2,Sem Foto,,
14.0,1.7,4.2,,
23.9,1.8,1.8,,
1.8,1.8,1.8,1.8,
29.2,26.8,25.9,24.9,
11.9,8.9,10.3,,
16.4,2.5,2.5,1.6,
11.3,12.9,15.0,18.9,
29.5,3.9,1.5,,
3.9,1.7,Sem Foto,4.2,
10.8,10.9,18.9,16.6,5.3
8.9,8.9,38.9,,
1.8,1.8,1.8,1.8,
1.7,4.2,Sem Foto,,
3.0,3.0,3.0,10.9,8.3
1.8,1.8,1.8,1.8,
13.5,13.5,13.9,,
17.5,16.4,17.9,,
9.8,17.4,12.9,1.6,15.5
1.6,13.5,7.4,,
13.9,1.8,1.8,1.8,
1.8,1.8,1.8,1.8,1.8
13.5,16.4,15.9,16.5,
3.7,3.5,5.9,,
6.4,13.5,8.3,12.9,
5.3,1.5,8.2,8.2,13.9
26.9,34.1,26.9,,
12.3,17.9,1.9,,
15.5,15.5,14.0,,
1.7,4.2,Sem Foto,,
1.6,3.0,3.0,3.0,15.0
6.6,13.5,16.6,,
15.0,20.8,1.7,4.2,
2.8,23.9,,3.1,1.9
29.2,26.8,25.9,,
1.7,4.2,Sem Foto,,
3.7,3.5,5.9,,
27.7,25.9,26.4,,
26.9,1.7,4.2,Sem Foto,
17.9,1.7,1.9,,
13.5,13.5,13.9,8.7,
12.3,2.8,13.9,13.9,
1.5,8.2,8.2,13.9,5.3
13.9,13.9,15.5,5.3,1.5
1.8,1.8,1.8,1.8,
13.9,8.7,13.9,,
34.1,2.8,29.9,,
3.7,3.5,5.9,,
42.1,2.8,27.9,25.9,1.7
24.9,17.9,5.3,1.5,
14.0,14.5,11.9,5.3,1.5
12.5,13.9,3.7,3.5,
28.9,26.9,25.9,26.9,23.9
15.9,1.6,16.5,17.9,9.9
1.8,1.8,1.8,1.8,1.8
3.0,3.0,46.5,,
1.8,1.8,1.6,1.8,
6.6,3.0,3.0,1.6,
28.9,27.1,27.1,35.9,30.9
10.9,3.7,15.4,5.9,
3.7,3.5,5.9,,
11.9,7.4,4.2,,
1.8,1.8,1.8,,
17.0,13.5,12.9,,
3.1,1.7,Sem Foto,,
1.8,1.8,1.8,1.8,
1.6,1.8,1.8,1.8,1.8
39.4,34.1,27.3,24.9,37.9
5.3,1.5,8.2,8.2,13.9
19.5,13.9,3.1,,
1.5,8.2,8.2,13.9,5.3
10.9,1.6,8.3,,
3.0,3.0,3.0,1.7,
8.7,8.7,1.9,,
8.9,8.9,14.9,1.9,
28.7,25.9,10.9,26.9,
26.9,23.9,10.9,,
7.5,6.4,13.9,2.5,2.5
24.9,1.7,4.2,Sem Foto,
6.4,9.0,16.6,1.7,
1.7,4.2,Sem Foto,,
14.9,5.3,1.5,1.7,
2.5,2.5,2.5,15.4,
27.3,28.9,28.1,24.9,
28.7,25.9,26.9,2.5,
3.7,3.5,5.9,,
12.0,1.6,4.2,,
30.2,28.7,29.2,,
2.7,5.3,8.2,,
1.8,1.8,1.8,1.8,
8.7,24.9,3.7,3.5,
13.3,3.0,3.0,2.7,
13.5,1.7,Sem Foto,,
15.0,10.45,2.7,1.7,
13.5,18.9,3.7,3.9,
6.6,1.7,Sem Foto,,
1.8,1.8,1.8,1.8,
32.9,8.9,3.9,,
3.9,1.7,Sem Foto,,
17.9,1.7,4.2,Sem Foto,
1.8,1.8,1.8,1.8,
1.8,1.8,1.8,1.8,
3.5,1.6,8.7,9.0,8.7
8.7,8.7,38.9,,
1.8,1.8,1.8,1.8,
16.4,1.7,Sem Foto,3.1,
10.9,16.4,1.7,,
3.7,3.5,5.9,,
14.9,13.5,18.9,,
28.9,27.7,26.4,,
1.8,1.8,1.6,1.8,15.9
3.0,3.0,13.5,38.9,
37.6,37.6,3.1,8.9,8.9
8.3,1.8,1.8,1.8,
24.9,24.9,3.7,3.5,5.9
25.9,29.5,19.5,30.2,
37.6,37.6,2.5,2.5,2.5
12.9,11.9,8.7,7.4,
8.9,8.9,10.45,,
13.5,14.9,18.9,,
2.5,2.5,2.5,2.5,
3.7,3.5,5.9,,
5.3,1.5,8.2,8.2,13.9
1.7,4.2,Sem Foto,,
9.9,1.7,4.2,,
13.5,13.9,17.8,13.9,
13.5,13.5,1.7,,
1.7,Sem Foto,3.1,,
16.4,2.6,4.5,,
37.6,37.6,24.9,5.3,1.5
3.7,3.5,5.9,,
14.9,3.0,3.0,,
1.7,4.2,Sem Foto,,
24.9,18.9,2.5,2.5,14.0
1.7,4.2,Sem Foto,,
13.9,15.9,16.5,,
3.7,3.5,5.9,,
11.9,11.9,14.9,10.3,
6.6,14.5,13.5,,
1.8,1.8,1.8,1.8,
12.3,11.9,6.6,10.3,
35.9,30.9,1.7,Sem Foto,
25.9,26.9,29.5,1.7,
39.4,27.3,39.4,,
1.7,Sem Foto,3.1,,
12.5,17.8,3.9,,
13.5,3.5,3.9,3.1,1.9
5.7,1.8,1.8,1.8,
28.9,27.7,26.4,,
14.5,8.3,11.9,15.9,
3.7,3.5,5.9,,
13.9,3.9,14.0,9.9,
8.1,3.0,3.0,15.5,15.5
1.5,2.7,1.8,1.8,
1.4,2.7,2.7,2.5,2.5
28.1,27.1,27.1,30.9,35.9
13.5,26.9,29.5,9.9,
12.3,2.6,1.7,3.1,
5.3,1.5,8.2,8.2,13.9
1.7,4.2,Sem Foto,,
13.5,14.5,11.9,,
13.5,13.5,12.9,13.9,
3.0,3.0,1.6,1.5,
8.9,1.7,Sem Foto,,
29.5,25.9,2.1,,
46.5,16.4,1.6,,
24.9,2.7,2.7,1.8,
6.6,24.9,3.9,,
12.3,23.9,15.9,16.5,
26.9,26.9,16.4,,
13.5,1.8,1.8,,
13.5,13.5,8.7,8.7,2.7
2.5,2.5,1.8,1.8,1.8
13.5,2.5,2.5,,
13.5,26.8,13.5,25.9,8.7
11.9,1.8,7.4,1.8,1.8
3.7,3.5,5.9,,
10.9,12.9,13.5,,
3.7,3.1,3.1,1.9,
1.8,1.8,1.8,1.8,1.8
6.4,1.6,1.5,,
3.7,3.5,5.9,,
39.4,24.9,10.9,1.9,
10.9,1.9,1.7,,
3.7,3.5,5.9,,
3.9,5.3,8.2,8.2,
1.4,1.5,14.0,,
14.0,1.4,1.5,16.9,
13.9,14.9,1.9,,
11.9,13.5,1.9,,
1.8,1.8,1.8,1.8,
17.0,24.9,11.9,16.4,12.9
1.7,4.2,Sem Foto,,
8.9,1.8,1.8,,
1.8,1.8,1.8,1.8,
2.7,3.7,3.5,3.9,
1.6,1.8,1.8,1.8,1.8
3.7,3.5,5.9,,
3.9,1.7,4.2,Sem Foto,
2.7,1.8,1.8,,
3.1,1.7,Sem Foto,,
15.29,11.9,1.6,,
3.7,3.5,5.9,,
10.45,1.7,Sem Foto,,
14.0,14.5,11.9,,
11.9,1.8,7.4,1.8,
12.5,5.3,1.5,8.2,8.2
11.9,10.3,3.9,,
28.1,27.1,27.1,30.9,35.9
13.5,2.5,13.5,1.6,
3.1,3.1,1.9,,
11.9,8.9,10.3,,
11.3,14.9,17.9,,
26.8,25.9,25.9,3.9,
,1.8,1.8,2.6,
11.9,14.5,11.9,16.4,10.3
16.4,17.4,34.1,2.7,15.5
3.7,5.9,9.9,,
12.9,1.8,10.3,1.8,1.8
1.7,Sem Foto,3.1,,
15.5,14.5,14.9,11.9,
1.7,4.2,Sem Foto,,
2.5,2.5,2.5,,
13.9,1.6,17.8,,
26.9,26.9,13.5,38.9,
1.5,8.2,8.2,13.9,5.3
9.0,3.7,3.5,,
1.8,1.8,1.8,1.8,1.8
13.5,2.5,2.7,2.7,2.5
14.0,11.9,1.6,10.3,
10.3,1.7,4.2,Sem Foto,
5.3,8.2,8.2,13.9,5.3
13.5,1.8,1.8,1.8,
13.5,13.5,1.8,1.8,
1.7,4.2,Sem Foto,,
10.9,8.7,15.0,,
17.4,9.9,6.4,15.5,
8.7,10.9,28.9,28.1,
13.9,3.1,1.9,,
8.9,1.9,8.2,,
3.7,3.5,5.9,38.9,
13.9,1.6,3.1,1.9,
40.5,37.9,14.0,1.9,
10.9,18.3,15.9,16.5,
10.9,1.6,1.9,3.1,
1.8,1.8,1.8,,
14.9,17.9,3.7,,
6.6,1.8,1.8,1.8,
1.9,1.7,4.2,,
42.2,14.5,12.3,42.2,6.6
12.9,1.7,Sem Foto,3.1,
14.9,13.5,6.6,18.9,
11.9,5.7,13.5,10.3,1.7
13.5,12.9,1.6,,
1.5,3.1,3.9,,
24.9,13.5,13.9,5.3,
7.4,3.9,5.3,1.5,
6.4,8.3,1.9,,
13.5,3.9,3.9,9.9,
30.2,29.2,26.8,,
10.8,13.9,17.8,,
49.9,1.7,Sem Foto,3.1,
,5.3,1.5,8.2,8.2
2.5,2.5,15.9,,
1.7,4.2,Sem Foto,,
15.4,5.3,1.5,8.2,13.9
14.5,11.9,3.7,,
1.7,4.2,Sem Foto,,
13.5,12.5,1.7,3.1,
42.2,39.5,19.5,39.4,27.3
2.5,2.5,2.5,9.9,
28.1,13.5,14.0,27.1,27.1
3.7,3.5,5.9,,
11.9,28.9,27.7,21.5,
1.7,4.2,Sem Foto,,
29.2,26.8,25.9,,
6.6,12.9,16.9,17.9,
5.3,1.5,1.7,13.9,
28.1,27.1,2.5,2.5,30.9
6.6,1.6,16.6,,
2.7,16.4,1.7,Sem Foto,
12.9,2.5,2.5,,
2.6,4.5,17.9,1.9,
12.9,10.45,3.7,3.5,5.9
8.7,8.7,1.7,Sem Foto,
13.5,11.9,3.7,,
12.3,15.4,1.7,,
13.5,2.5,2.5,2.7,
10.9,18.3,3.9,,
2.7,2.7,1.9,,
13.5,1.8,1.8,1.8,
3.9,1.9,5.3,1.5,
14.9,2.7,1.7,Sem Foto,
28.9,28.1,23.9,27.1,
2.6,4.5,1.7,,
1.9,1.7,4.2,,
39.4,39.4,24.9,2.7,
6.6,1.8,1.8,1.8,1.8
5.3,8.2,8.2,13.9,
5.3,1.5,9.9,,
3.7,3.5,5.9,,
13.5,2.7,1.8,1.8,1.8
2.5,2.5,2.5,,
1.8,1.8,7.4,1.8,
3.0,3.0,13.9,3.0,3.1
1.8,1.8,1.8,,
2.6,4.5,3.1,1.9,
2.7,2.7,16.4,,
1.8,1.8,1.8,1.8,
46.6,3.9,1.7,Sem Foto,
3.7,3.5,5.9,,
1.7,4.2,Sem Foto,,
5.3,1.5,8.2,8.2,5.3
8.3,15.4,1.7,Sem Foto,
6.6,3.1,1.9,,
6.4,13.5,11.9,8.9,
6.4,8.9,9.0,8.3,
37.9,28.4,17.8,13.9,
3.9,1.7,Sem Foto,,
14.0,15.9,16.5,,
12.9,8.9,18.3,,
2.6,4.5,1.9,,
25.9,1.7,4.2,Sem Foto,
12.5,5.3,1.5,8.2,8.2
16.5,16.9,17.9,1.7,
13.9,2.5,2.5,,
6.4,49.9,1.8,,
28.9,27.7,11.9,26.4,2.5
3.7,3.5,5.9,,
13.5,8.9,2.7,,
16.5,39.5,13.9,,
28.7,25.9,30.2,29.5,29.2
14.9,5.3,1.5,1.9,8.2
3.9,5.3,1.5,8.2,8.2
12.5,2.7,1.8,2.7,1.8
1.7,Sem Foto,3.1,,
2.7,9.0,1.8,1.8,
1.8,1.8,1.8,1.8,
9.8,12.0,10.3,,
39.4,27.3,39.4,,
25.9,26.9,29.5,12.5,12.9
5.3,1.5,8.2,13.9,5.3
1.7,4.2,Sem Foto,,
1.7,4.2,Sem Foto,,
8.3,1.8,1.8,1.8,
11.9,13.5,7.4,1.5,17.9
49.9,14.0,12.5,16.6,1.8
46.5,1.8,1.8,1.8,
1.7,3.1,1.9,,
1.7,4.2,Sem Foto,,
13.5,12.9,1.7,,
6.4,2.5,10.9,6.6,
9.9,1.7,Sem Foto,,
5.3,1.5,1.7,8.2,
13.5,2.5,2.5,,
2.5,2.5,2.5,,
17.4,15.5,15.5,,
14.5,1.6,7.4,,
12.3,3.9,14.0,,
3.7,18.3,1.6,,
2.7,2.7,17.9,,
2.6,4.5,1.7,4.2,
5.3,1.5,1.9,9.9,
3.7,5.3,1.5,,
1.7,Sem Foto,3.1,,
2.8,3.9,1.9,,
3.7,3.5,5.9,,
8.9,16.4,2.7,,
3.7,3.5,5.9,,
14.5,13.5,18.3,1.8,
13.9,15.0,17.8,,
13.5,23.9,1.8,13.5,1.8
27.1,35.9,30.9,15.4,
18.9,2.7,9.0,2.7,
14.0,8.9,9.9,,
1.8,1.8,1.8,1.8,
13.5,15.4,1.7,,
26.9,3.0,8.9,8.9,3.0
14.5,12.9,12.3,3.9,5.3
11.9,24.9,7.4,,
8.7,42.1,28.1,27.1,
14.0,8.9,3.5,1.6,
14.0,13.5,12.9,,
1.8,1.8,1.8,1.8,
1.7,4.2,Sem Foto,,
13.5,2.5,2.5,,
1.8,1.8,1.8,1.8,
39.4,27.3,13.3,24.9,1.8
5.3,1.5,8.2,8.2,
13.5,6.6,1.6,1.8,
24.9,8.9,1.7,,
1.7,Sem Foto,3.1,,
13.5,13.5,13.5,1.7,
5.3,1.5,8.2,13.9,5.3
30.2,29.2,26.8,3.7,4.5
13.5,4.5,1.7,9.9,
1.7,4.2,Sem Foto,,
19.5,1.9,1.5,3.1,
1.8,1.8,1.8,1.8,
12.5,3.1,1.9,,
16.5,2.5,6.6,13.9,2.5
10.9,15.9,16.5,,
1.8,1.8,1.8,1.8,
11.9,15.29,20.8,23.9,15.9
1.8,1.8,1.8,,
1.8,1.8,1.8,1.8,
17.9,17.9,9.9,,
3.1,1.9,1.7,,
11.9,13.9,10.3,1.9,
1.8,15.9,1.8,1.8,
16.9,3.1,3.9,17.9,3.1
9.8,11.9,28.1,2.5,
49.9,1.6,1.5,1.7,
15.29,20.8,1.8,1.8,
5.3,1.5,8.2,13.9,5.3
37.6,37.6,13.5,,
1.7,4.2,Sem Foto,,
1.7,4.2,Sem Foto,,
2.5,2.5,3.7,3.5,5.9
28.7,25.9,26.9,16.4,
11.9,1.8,1.8,1.8,
3.7,3.5,5.9,,
1.8,1.8,1.8,1.8,
26.9,14.0,17.9,,
26.9,2.5,2.5,,
3.0,3.0,5.7,,
12.3,1.8,1.8,1.8,
1.6,1.7,4.2,,
1.8,1.8,1.8,1.8,
38.4,35.9,2.7,2.7,2.7
16.4,39.4,17.5,11.9,39.4
8.7,,8.7,1.8,
16.4,10.9,12.9,,
28.9,28.1,15.0,1.6,1.9
16.9,17.9,1.9,,
1.7,Sem Foto,3.1,,
1.6,2.7,2.7,9.9,
2.5,2.5,2.5,,
13.5,2.7,2.7,1.8,
3.0,3.0,3.0,1.7,Sem Foto
11.9,12.3,1.5,6.6,
8.9,3.5,5.9,,
15.9,16.5,3.1,,
5.3,1.5,8.2,8.2,13.9
12.5,13.5,,1.9,
17.5,13.5,24.9,1.6,
3.1,1.9,5.3,8.2,
1.7,4.2,Sem Foto,,
39.4,27.3,24.9,,
16.4,2.1,13.9,14.9,
19.5,13.5,3.5,,
13.5,1.8,1.8,,
28.9,19.5,34.1,28.1,27.1
2.5,2.5,2.5,3.9,
1.7,4.2,Sem Foto,,
1.7,Sem Foto,3.1,,
2.5,2.5,5.7,1.7,Sem Foto
42.1,13.5,13.9,,
1.7,Sem Foto,4.2,,
30.2,12.9,25.9,13.5,
2.8,11.9,10.3,,
1.8,1.8,1.8,,
2.6,5.3,1.5,1.9,3.1
17.4,15.5,1.9,,
3.7,13.9,3.9,5.3,
3.7,3.5,5.9,,
1.8,1.8,1.8,1.8,1.8
10.8,25.9,26.9,6.4,26.9
5.3,1.5,17.9,8.2,8.2
11.9,28.1,27.1,30.9,7.4
2.5,2.5,2.5,,
3.9,5.3,1.5,8.2,13.9
28.9,27.7,21.5,,
27.9,6.4,13.5,,
1.9,5.3,1.5,,
1.7,4.2,Sem Foto,,
13.9,16.9,14.0,1.9,
13.5,24.9,1.6,,
1.6,1.9,38.9,1.7,
35.9,10.9,17.9,1.7,
12.9,2.7,2.7,1.8,
1.7,4.2,Sem Foto,,
40.5,1.8,1.8,1.8,1.8
1.8,1.8,1.8,,
42.2,25.9,25.9,8.9,8.9
3.7,1.6,16.9,3.9,
3.9,1.9,1.7,,
13.5,18.3,1.9,,
15.5,2.5,15.5,2.5,2.5
3.5,6.6,16.4,15.9,1.6
1.8,1.8,1.8,,
32.9,1.6,3.1,,
6.6,1.7,4.2,Sem Foto,
5.3,1.5,8.2,8.2,
26.9,3.1,1.9,,
3.0,2.5,2.5,,
37.6,34.1,11.9,,
24.9,46.5,27.1,27.1,35.9
13.5,8.9,9.9,,
1.8,1.8,1.8,1.8,
3.7,3.5,5.9,,
26.9,30.2,29.2,25.9,
3.1,1.7,Sem Foto,38.9,
10.9,1.7,Sem Foto,,
3.9,5.3,8.2,8.2,
8.3,1.8,1.8,,
1.6,2.5,2.5,2.5,
1.6,1.7,4.2,Sem Foto,
28.7,25.9,13.5,26.9,
10.9,2.5,2.5,1.8,
11.9,1.5,10.3,,
1.7,4.2,Sem Foto,,
1.7,4.2,Sem Foto,,
1.6,2.7,1.5,,
3.7,3.5,5.9,,
39.4,39.4,24.9,1.6,1.9
2.5,1.8,2.5,2.5,
3.7,3.5,5.9,,
17.8,16.6,1.6,,
26.9,27.1,12.5,,
2.6,4.5,1.9,9.9,
13.9,8.9,13.9,,
5.3,1.5,9.9,8.2,
13.5,17.8,3.9,,
5.3,1.5,8.2,8.2,13.9
15.0,2.6,1.6,,
1.6,1.7,Sem Foto,3.1,
1.9,Sem Foto,38.9,,
2.6,4.5,1.7,Sem Foto,
2.5,2.5,2.5,,
10.9,9.9,1.9,,
11.9,3.1,1.8,1.8,
5.3,1.5,8.2,8.2,13.9
,14.0,17.9,,
13.5,15.9,,16.5,
38.9,1.7,Sem Foto,,
13.5,13.5,1.8,,
2.7,2.7,3.1,,
39.4,28.9,39.4,28.1,24.9
28.7,25.9,1.6,26.9,1.9
28.7,25.9,29.5,26.9,12.3
9.0,1.6,9.9,,
11.9,10.3,1.7,Sem Foto,
28.9,27.7,21.5,,
8.7,11.9,13.9,,
14.5,5.7,11.9,3.7,3.5
12.9,5.3,1.5,8.2,8.2
1.8,1.6,1.8,1.8,
1.8,1.8,1.8,1.8,
2.8,1.7,Sem Foto,3.1,
3.7,3.5,5.9,1.9,
10.9,13.5,2.7,2.7,
5.3,1.5,8.2,8.2,13.9
3.7,3.5,5.9,,
3.7,3.5,5.9,,
27.7,14.9,13.5,21.5,
3.7,3.5,5.9,,
13.5,11.9,11.9,,
1.7,Sem Foto,3.1,,
2.5,2.5,2.5,2.5,5.3
24.9,1.6,1.7,,
1.8,1.8,1.8,1.8,
1.5,1.7,4.2,Sem Foto,
38.4,1.8,2.7,1.8,1.8
2.8,3.0,3.0,3.0,1.6
2.7,1.8,1.8,2.7,
15.9,16.5,16.9,,
16.6,1.7,Sem Foto,,
27.7,26.4,21.5,,
1.7,4.2,Sem Foto,,
19.5,26.9,26.9,16.4,
1.7,4.2,Sem Foto,,
15.5,10.9,24.9,1.6,
11.9,14.0,7.4,,
3.7,3.5,5.9,,
1.8,1.8,1.8,1.8,1.8
2.7,2.7,1.8,1.8,
28.7,25.9,29.5,4.2,
14.9,2.1,1.8,,
34.1,4.2,5.3,1.5,8.2
2.5,2.5,2.5,,
13.5,13.5,6.6,,
26.9,26.9,10.9,,
2.7,2.7,16.4,,
14.0,5.3,1.5,8.2,
1.6,1.5,1.7,4.2,
14.5,3.1,9.9,,
10.9,26.9,3.9,3.9,
1.8,1.8,1.8,1.8,
2.7,2.7,1.8,1.8,
13.9,17.8,13.9,1.9,
18.3,1.7,4.2,,
13.5,9.9,13.5,1.7,
28.1,13.5,27.1,27.1,
17.4,15.5,15.5,5.3,1.5
10.45,2.6,4.5,3.1,1.9
16.9,5.3,1.5,9.9,
1.7,4.2,Sem Foto,,
27.1,27.1,30.9,,
3.0,3.0,8.9,8.9,5.3
12.5,15.0,13.9,,
,1.7,3.1,,
16.4,2.5,1.8,2.5,
1.8,1.8,16.4,1.8,
14.5,11.9,12.3,1.9,
6.6,27.9,25.9,,
2.5,2.5,1.8,1.8,
24.9,13.5,13.5,14.5,
11.9,1.6,1.8,1.8,
12.3,2.7,2.7,,
13.5,13.5,1.6,,
10.9,9.9,14.0,1.9,
28.9,27.7,21.5,14.9,
17.9,13.5,12.9,,
11.0,26.9,13.5,28.4,13.5
28.1,13.9,27.1,1.6,8.3
1.7,9.9,Sem Foto,,
1.7,4.2,Sem Foto,,
15.0,1.8,1.8,1.8,
27.1,15.5,15.5,,
16.6,1.6,1.7,,
26.9,26.9,13.9,,
25.9,26.9,29.5,8.9,26.9
1.7,Sem Foto,3.1,,
8.7,2.7,5.3,,
6.6,6.6,2.7,2.7,
8.7,6.6,1.9,,
1.8,1.8,1.8,1.8,
1.8,1.8,1.8,1.8,
11.9,14.9,8.9,18.9,
1.8,1.8,1.8,1.8,
15.5,3.9,3.1,1.9,
1.8,1.8,1.8,1.8,
11.9,7.4,1.7,,
1.7,4.2,Sem Foto,,
6.4,6.4,9.0,8.3,
39.4,27.3,39.4,,
13.5,7.4,16.9,17.9,
3.7,3.5,5.9,,
2.8,3.1,2.7,2.5,
13.5,2.5,2.5,,
3.7,3.5,5.9,,
13.9,1.8,1.8,,
11.9,1.7,Sem Foto,,
3.7,3.5,5.9,,
1.7,4.2,Sem Foto,,
30.2,29.2,26.8,9.9,
3.9,1.7,9.9,1.9,
3.7,3.5,5.9,,
13.5,10.3,1.5,1.9,
13.5,13.5,14.0,,
13.5,3.0,3.0,,
3.7,3.5,5.9,,
13.5,13.5,3.9,,
2.7,2.7,16.9,,
3.7,3.5,5.9,,
1.8,13.5,1.8,1.8,
16.6,1.7,4.2,Sem Foto,
1.8,15.4,1.8,1.8,
9.9,16.4,13.5,1.9,
1.8,1.8,1.8,1.8,
2.7,2.7,1.9,,
13.5,1.6,9.9,,
39.4,27.3,39.4,,
3.7,3.5,5.9,,
13.5,1.7,Sem Foto,,
24.9,3.7,3.5,5.9,
1.4,1.5,1.7,,
,1.7,4.2,Sem Foto,
13.5,18.9,1.8,,
12.3,13.5,1.6,3.9,1.5
6.4,8.3,1.7,3.1,
6.4,11.9,9.0,,
10.9,25.9,6.6,12.5,13.5
1.7,4.2,Sem Foto,,
38.4,36.9,36.9,14.9,35.9
1.6,8.3,15.5,15.5,
11.9,14.9,10.3,,
13.5,8.7,13.5,3.9,
12.5,1.8,1.8,1.8,1.8
6.6,2.7,1.7,,
16.6,3.9,1.9,,
13.5,1.9,5.3,1.5,
1.8,1.6,1.8,1.8,
1.7,4.2,Sem Foto,,
27.1,27.1,35.9,30.9,
1.8,1.8,1.8,1.6,
12.3,10.9,15.4,5.3,
13.9,17.8,13.9,,
24.9,12.9,15.9,16.5,1.7
1.8,1.8,1.8,1.8,
12.3,1.7,Sem Foto,,
1.8,1.8,2.7,1.8,
1.7,Sem Foto,3.1,,
2.5,2.5,2.5,,
1.5,17.9,8.2,8.2,13.9
1.8,1.8,1.8,1.8,1.8
14.5,13.5,12.9,,
6.6,11.9,10.3,4.5,
2.1,2.5,2.5,2.5,
14.9,10.9,10.9,24.9,
1.7,Sem Foto,3.1,,
12.3,1.8,1.8,1.8,
2.7,2.7,1.8,1.8,1.8
39.4,39.4,24.9,,
28.9,30.2,29.2,26.8,27.7
8.7,15.5,15.5,,
11.9,8.7,8.7,,
28.9,27.7,21.5,,
8.9,1.6,3.1,1.7,
6.4,12.9,9.0,,
14.0,2.5,14.5,2.5,
1.8,1.8,1.8,1.8,
1.5,2.5,2.5,1.8,
1.8,1.8,1.8,1.8,
30.2,29.2,26.8,1.9,
2.6,4.5,1.7,17.9,
30.2,24.9,29.2,24.9,2.5
24.9,14.0,5.3,1.5,
12.5,1.7,Sem Foto,,
2.8,3.9,1.9,1.7,
12.5,1.7,4.2,Sem Foto,
3.7,3.5,5.9,,
5.3,1.5,9.9,8.2,
27.7,28.1,35.9,3.0,13.5
3.5,3.1,1.9,9.9,
3.0,3.1,3.0,1.6,3.9
1.8,1.8,1.8,1.8,
6.6,46.5,3.9,1.5,
5.3,1.5,8.2,13.9,5.3
32.9,28.9,27.7,26.4,
1.6,3.1,1.9,,
28.9,2.5,28.1,2.5,3.1
26.9,2.5,2.5,2.5,2.5
2.5,1.7,Sem Foto,,
13.5,13.5,1.4,1.7,
14.9,3.1,1.7,,
1.8,1.8,1.8,1.8,
39.4,27.3,39.4,,
14.5,12.9,13.9,15.0,13.5
3.7,3.5,5.9,,
13.5,28.1,27.1,30.9,35.9
1.8,1.8,3.9,1.8,
1.8,1.8,1.8,1.8,
2.6,5.3,1.5,8.2,
6.4,9.0,1.9,,
13.5,1.7,Sem Foto,3.1,
39.4,6.6,39.4,24.9,
5.3,1.5,8.2,13.9,5.3
3.7,3.5,5.9,1.7,Sem Foto
12.9,1.8,1.8,2.7,
1.6,1.5,1.7,1.9,
13.9,13.3,11.9,1.5,8.2
9.9,1.7,Sem Foto,,
26.9,26.9,15.5,15.5,
38.4,35.9,13.5,29.9,
2.7,2.7,1.7,4.2,
14.9,14.0,9.9,,
1.9,5.3,1.5,8.2,
1.7,4.2,Sem Foto,,
13.5,13.9,1.9,,
13.5,24.9,3.9,1.9,
24.9,8.7,8.7,2.5,
1.5,8.2,8.2,13.9,5.3
3.7,3.5,5.9,,
27.3,24.9,8.9,8.9,
13.5,2.7,1.8,1.8,
1.6,15.9,16.5,1.5,
